,state,area_code,international_plan,voice_mail_plan,churn
11063,NJ,408.0,no,yes,no
11064,NJ,510.0,no,no,yes
11065,NC,408.0,yes,no,yes
11066,NM,408.0,no,no,no
11067,MS,510.0,yes,yes,no
11068,TX,415.0,yes,yes,yes
11069,OK,510.0,no,yes,no
11071,AL,415.0,no,no,no
11072,WY,510.0,no,yes,no
11073,HI,510.0,no,no,no
11074,VA,415.0,no,no,no
11075,WV,408.0,no,yes,no
11076,DE,415.0,no,no,no
11077,CA,408.0,no,no,no
11078,PA,408.0,no,yes,yes
11079,CO,415.0,no,no,no
11080,MD,408.0,no,no,yes
11081,AL,510.0,no,no,no
11082,AL,415.0,no,no,no
11083,KS,510.0,no,no,no
11084,MI,415.0,no,no,no
11085,AK,408.0,no,yes,no
11086,OH,415.0,no,no,no
11087,IN,415.0,no,yes,no
11088,SC,415.0,no,no,no
11089,KS,415.0,no,no,no
11090,OK,415.0,no,no,no
11091,WI,408.0,no,no,no
11092,IN,408.0,no,no,no
11093,IL,408.0,yes,no,yes
11094,TN,415.0,no,no,no
11095,DC,408.0,no,no,no
11096,NC,408.0,no,yes,no
11097,RI,510.0,no,yes,no
11098,MS,415.0,no,no,no
11099,VA,415.0,yes,no,no
11100,KY,510.0,no,yes,no
11101,NV,408.0,no,yes,no
11102,WI,510.0,no,no,no
11103,NH,408.0,no,yes,no
11104,NE,510.0,no,yes,no
11105,WI,408.0,no,no,yes
11106,NJ,510.0,no,yes,yes
11107,ME,415.0,yes,yes,yes
11108,WY,415.0,no,yes,no
11109,IN,408.0,no,yes,no
11110,WI,408.0,no,no,no
11111,VT,415.0,no,no,no
11112,CA,415.0,no,no,no
11113,IN,408.0,no,no,no
11114,SC,415.0,no,no,no
11115,IN,415.0,no,no,no
11116,IA,415.0,no,yes,no
11117,MD,408.0,no,no,yes
11118,MN,510.0,no,no,yes
11119,AR,415.0,no,yes,yes
11120,MS,415.0,no,no,no
11121,MN,415.0,no,no,no
11122,WA,415.0,no,yes,no
11123,MS,408.0,no,yes,no
11124,ID,415.0,no,no,no
11125,NC,415.0,no,no,no
11126,VA,510.0,no,yes,no
11127,MT,408.0,yes,no,yes
11128,MI,510.0,no,no,no
11129,HI,415.0,no,no,no
11130,NC,408.0,no,no,no
11131,MN,408.0,no,no,no
11132,WV,415.0,no,no,no
11133,SD,510.0,yes,no,yes
11134,HI,408.0,no,no,no
11135,MS,415.0,no,no,no
11136,NY,415.0,no,no,no
11137,LA,408.0,no,no,no
11138,KS,415.0,yes,yes,no
11139,MA,408.0,no,no,no
11140,AK,408.0,no,no,no
11141,SD,415.0,no,yes,no
11142,CO,408.0,no,no,no
11143,NH,415.0,no,yes,no
11144,WV,415.0,no,no,no
11145,AZ,415.0,no,yes,no
11146,ME,510.0,no,no,no
11147,NH,510.0,no,no,no
11148,RI,415.0,no,yes,no
11149,ID,415.0,no,no,yes
11150,WI,408.0,no,no,no
11151,NM,408.0,yes,no,no
11152,WY,415.0,no,no,yes
11153,IL,510.0,no,yes,no
11154,TX,408.0,no,no,no
11155,RI,408.0,yes,no,no
11156,MI,415.0,no,no,no
11157,OR,415.0,no,no,yes
11158,VA,510.0,no,no,no
11159,SD,510.0,no,no,no
11160,AL,510.0,no,no,yes
11161,MS,415.0,yes,no,yes
11162,MS,510.0,no,yes,no
11163,HI,415.0,no,no,no
11164,WV,408.0,no,no,no
11165,WV,415.0,no,no,no
11166,WV,415.0,no,no,no
11167,IN,510.0,no,no,no
11168,NM,415.0,no,yes,no
11169,DE,408.0,no,no,no
11170,NC,408.0,no,no,no
11171,NM,415.0,no,yes,no
11172,SC,415.0,no,no,yes
11173,NJ,415.0,no,yes,no
11174,AZ,510.0,no,no,no
11175,RI,510.0,no,yes,no
11176,SD,415.0,no,no,no
11177,NH,415.0,no,no,no
11178,AL,415.0,yes,no,no
11179,WV,415.0,no,no,no
11180,ID,415.0,yes,yes,no
11181,MD,415.0,no,no,no
11182,IN,510.0,no,no,no
11183,WY,415.0,no,no,no
11184,NH,510.0,no,no,no
11185,MN,408.0,no,no,no
11186,MA,415.0,no,yes,no
11187,NH,510.0,no,no,no
11188,MN,415.0,no,no,no
11189,IA,415.0,no,no,no
11190,NY,408.0,no,no,no
11191,AL,510.0,no,yes,no
11192,WV,415.0,no,no,no
11193,NM,415.0,no,no,no
11194,CA,415.0,no,yes,no
11195,MA,408.0,no,yes,no
11196,ME,415.0,no,no,no
11197,FL,415.0,no,no,no
11198,NH,408.0,no,yes,yes
11199,IN,408.0,no,no,no
11200,WI,408.0,no,no,no
11201,MA,415.0,yes,no,yes
11202,NH,415.0,no,yes,no
11203,TX,415.0,no,no,no
11204,NC,408.0,no,no,no
11205,CT,415.0,no,no,no
11206,NJ,408.0,no,no,no
11207,WY,510.0,no,no,yes
11208,LA,510.0,no,yes,no
11209,NV,415.0,no,no,no
11210,WV,510.0,no,no,no
11211,AR,415.0,no,yes,no
11212,SC,415.0,no,yes,no
11213,KS,415.0,no,no,no
11214,NY,415.0,no,yes,no
11215,MI,408.0,yes,no,yes
11216,MA,415.0,no,no,no
11217,UT,415.0,no,no,yes
11218,HI,415.0,no,no,no
11219,PA,408.0,no,no,no
11220,OR,415.0,no,yes,no
11221,TN,415.0,no,yes,no
11222,CT,415.0,no,no,yes
11223,AZ,415.0,no,no,no
11224,OR,510.0,no,no,no
11225,DE,415.0,no,yes,no
11226,MA,408.0,no,yes,no
11227,CT,408.0,no,no,no
11228,AR,415.0,yes,no,no
11229,SD,415.0,no,no,no
11230,CT,408.0,no,yes,no
11231,CT,408.0,no,no,no
11232,MA,408.0,no,yes,no
11233,MS,408.0,no,no,yes
11234,MT,408.0,no,yes,yes
11235,AK,415.0,no,yes,no
11236,DE,415.0,no,yes,no
11237,OH,408.0,yes,no,no
11238,MN,408.0,no,no,no
11239,CA,415.0,no,yes,no
11240,OH,510.0,no,no,no
11241,NV,415.0,no,no,yes
11242,SC,415.0,no,no,no
11243,WV,415.0,no,no,no
11244,NM,415.0,yes,no,no
11245,WY,415.0,no,no,no
11246,CA,408.0,no,no,no
11247,KS,415.0,no,yes,no
11248,WY,510.0,no,no,no
11249,OK,415.0,no,no,no
11250,UT,415.0,no,no,no
11251,MA,408.0,no,no,no
11252,UT,415.0,no,no,no
11253,MN,510.0,no,no,no
11254,NE,415.0,no,no,no
11255,OH,415.0,no,no,no
11256,KY,510.0,no,no,no
11257,WA,415.0,no,no,yes
11258,NY,408.0,no,no,yes
11259,IN,510.0,no,no,yes
11260,CO,408.0,no,yes,no
11261,DC,510.0,no,no,no
11262,AK,510.0,no,no,no
11263,SC,415.0,no,no,no
11264,KS,415.0,no,no,no
11265,UT,415.0,no,no,no
11266,IL,510.0,yes,no,no
11267,DC,408.0,no,no,yes
11268,DC,510.0,no,no,no
11269,OK,408.0,no,no,yes
11270,KY,415.0,no,yes,no
11271,NE,415.0,no,no,no
11272,AL,415.0,no,no,no
11273,HI,415.0,no,no,no
11274,SC,415.0,no,yes,no
11275,GA,415.0,yes,no,yes
11276,KS,415.0,no,yes,no
11277,PA,408.0,no,no,no
11278,UT,415.0,no,no,no
11279,OR,415.0,no,yes,no
11280,ND,415.0,no,no,yes
11281,KY,415.0,yes,no,no
11282,MN,408.0,yes,no,no
11283,OH,408.0,no,no,yes
11284,TX,415.0,no,no,no
11285,WY,415.0,no,no,yes
11286,GA,415.0,no,no,no
11287,TX,415.0,no,no,no
11288,WV,408.0,no,no,no
11289,NM,415.0,no,no,no
11290,MI,415.0,no,yes,no
11291,NC,408.0,no,no,yes
11292,NY,415.0,no,no,no
11293,TX,415.0,no,no,yes
11294,KY,415.0,no,yes,yes
11295,SD,415.0,no,no,no
11296,ID,415.0,no,yes,no
11297,OR,408.0,no,no,yes
11298,WI,415.0,no,no,no
11299,WV,408.0,no,no,no
11300,SC,415.0,no,yes,no
11301,CT,415.0,no,no,yes
11302,NV,408.0,no,no,no
11303,ND,415.0,no,yes,no
11304,MI,415.0,yes,no,yes
11305,MT,415.0,no,yes,yes
11306,NE,510.0,no,no,no
11307,UT,510.0,no,no,no
11308,WV,415.0,no,no,no
11309,AR,415.0,yes,no,no
11310,MT,408.0,no,no,no
11311,UT,510.0,no,no,no
11312,HI,408.0,no,no,yes
11313,KS,415.0,no,no,yes
11314,NY,415.0,no,no,no
11315,OH,510.0,no,no,no
11316,HI,415.0,no,no,no
11317,KS,408.0,no,no,no
11318,IN,415.0,no,no,no
11319,OR,415.0,no,yes,no
11320,NY,408.0,yes,no,yes
11321,VA,415.0,no,no,no
11322,MI,408.0,yes,no,yes
11323,ID,415.0,no,yes,no
11324,MO,415.0,yes,no,no
11325,AL,415.0,no,yes,no
11326,OR,408.0,no,no,no
11327,VT,408.0,no,no,yes
11328,AZ,415.0,no,yes,no
11329,VA,408.0,no,yes,no
11330,PA,408.0,no,yes,no
11331,CO,415.0,no,no,no
11332,KY,415.0,no,no,no
11333,NJ,510.0,no,no,no
11334,IL,408.0,no,no,no
11335,WA,415.0,no,no,yes
11336,WV,415.0,no,no,no
11337,RI,415.0,no,no,no
11338,OH,415.0,no,no,no
11339,MO,415.0,no,no,no
11340,MD,510.0,no,no,no
11341,OH,415.0,no,yes,no
11342,VA,408.0,no,yes,no
11343,FL,408.0,no,no,no
11344,CO,415.0,no,yes,no
11345,NY,510.0,no,no,no
11346,WV,415.0,no,no,no
11347,LA,510.0,no,no,no
11348,MA,415.0,no,yes,no
11349,UT,510.0,no,no,no
11350,AL,408.0,no,no,no
11351,ME,415.0,no,no,no
11352,TX,408.0,no,no,yes
11353,ND,415.0,no,yes,no
11354,CO,415.0,no,no,no
11355,LA,415.0,no,yes,no
11356,MT,510.0,no,yes,yes
11357,OR,415.0,no,no,no
11358,NH,415.0,no,yes,no
11359,NE,510.0,no,yes,no
11360,WV,415.0,no,yes,no
11361,NV,415.0,no,no,no
11362,MA,415.0,no,yes,no
11363,MI,415.0,no,no,no
11364,KY,415.0,yes,no,no
11365,WV,510.0,no,no,no
11366,KY,510.0,no,no,no
11367,NJ,415.0,no,yes,no
11368,ME,415.0,no,no,yes
11369,TX,415.0,no,no,no
11370,MN,408.0,no,no,no
11371,VA,510.0,no,yes,no
11372,DC,415.0,no,no,no
11373,MD,415.0,no,no,no
11374,RI,408.0,no,no,no
11375,MA,408.0,no,no,no
11376,MD,408.0,no,no,no
11377,NM,408.0,no,no,no
11378,MN,415.0,no,no,yes
11379,MI,510.0,no,no,no
11380,AZ,415.0,no,no,no
11381,AL,408.0,no,no,no
11382,MI,415.0,no,no,no
11383,SC,415.0,no,no,yes
11384,MS,415.0,no,no,no
11385,MS,415.0,no,no,no
11386,CA,415.0,no,no,no
11387,MD,415.0,no,no,no
11388,ND,408.0,no,no,no
11389,IL,510.0,no,no,no
11390,SD,510.0,no,no,no
11391,AL,510.0,no,no,no
11392,NV,510.0,no,yes,no
11393,LA,415.0,no,no,no
11394,VA,408.0,no,no,no
11395,DE,415.0,no,yes,no
11396,CT,408.0,no,yes,no
11397,CO,408.0,no,no,yes
11398,MA,408.0,no,yes,no
11399,OR,510.0,no,no,no
11400,WA,415.0,no,no,no
11401,SC,415.0,no,yes,no
11402,IN,415.0,no,yes,no
11403,MD,510.0,no,no,yes
11404,NV,408.0,no,yes,no
11405,TX,415.0,no,no,yes
11406,ND,408.0,no,yes,no
11407,WV,510.0,no,no,no
11408,CO,510.0,no,yes,no
11409,TX,415.0,no,no,no
11410,FL,408.0,no,yes,no
11411,AL,408.0,no,no,no
11412,WV,510.0,no,no,yes
11413,MI,415.0,no,no,no
11414,NY,415.0,no,no,no
11415,MS,510.0,no,no,no
11416,MO,510.0,no,no,no
11417,AR,415.0,no,no,no
11418,MS,415.0,yes,no,no
11419,NY,510.0,yes,no,no
11420,SD,408.0,no,no,no
11421,AK,415.0,no,yes,no
11422,WV,510.0,no,yes,no
11423,SC,510.0,no,no,no
11424,VA,408.0,no,no,no
11425,MS,415.0,no,no,no
11426,SD,510.0,no,no,yes
11427,MN,415.0,no,no,no
11428,AL,415.0,no,yes,no
11429,CO,415.0,no,yes,no
11430,ME,415.0,no,no,no
11431,GA,415.0,no,no,no
11432,AZ,408.0,no,no,no
11433,MA,415.0,no,no,no
11434,AZ,415.0,no,yes,no
11435,IN,415.0,no,yes,no
11436,DE,415.0,no,no,no
11437,WI,510.0,no,yes,no
11438,ME,415.0,no,no,no
11439,DC,408.0,no,yes,no
11440,GA,408.0,no,no,no
11441,HI,408.0,no,yes,no
11442,VA,415.0,yes,no,no
11443,NY,408.0,no,yes,no
11444,PA,510.0,no,yes,no
11445,AR,415.0,no,no,yes
11446,HI,415.0,no,no,yes
11447,DE,408.0,no,no,no
11448,WV,408.0,no,no,no
11449,OK,408.0,no,no,no
11450,OR,415.0,no,no,no
11451,ND,408.0,no,yes,no
11452,MO,408.0,no,no,no
11453,AR,415.0,no,yes,no
11454,GA,408.0,no,no,no
11455,TN,415.0,no,no,no
11456,MA,408.0,no,yes,no
11457,ND,408.0,no,yes,no
11458,IA,510.0,no,no,yes
11459,NJ,415.0,no,no,no
11460,MT,415.0,no,no,yes
11461,AL,415.0,no,no,no
11462,NY,510.0,no,yes,no
11463,PA,510.0,no,yes,no
11464,VT,510.0,no,no,no
11465,NC,415.0,no,no,yes
11466,CT,415.0,no,no,no
11467,MO,415.0,no,no,no
11468,WV,510.0,no,no,no
11469,NJ,408.0,no,yes,no
11470,AK,510.0,no,no,no
11471,LA,408.0,no,no,no
11472,AL,415.0,no,no,no
11473,IN,408.0,no,no,no
11474,MA,415.0,no,yes,no
11475,DE,510.0,no,no,no
11476,SC,415.0,no,no,no
11477,NH,408.0,no,no,yes
11478,LA,415.0,no,no,no
11479,MS,510.0,no,no,no
11480,NM,415.0,no,no,no
11481,WA,415.0,yes,no,yes
11482,SC,510.0,no,no,no
11483,MT,415.0,no,yes,no
11484,ME,408.0,no,no,yes
11485,NM,415.0,no,no,no
11486,AZ,415.0,no,no,no
11487,CT,415.0,no,yes,no
11488,IL,408.0,no,no,no
11489,IN,408.0,no,no,no
11490,AR,415.0,yes,no,yes
11491,RI,415.0,no,no,no
11492,ND,415.0,no,no,no
11493,NH,408.0,no,no,no
11494,NV,510.0,no,no,no
11495,UT,415.0,no,no,no
11496,NC,510.0,no,yes,no
11497,MI,415.0,no,no,no
11498,WI,408.0,no,yes,no
11499,AR,415.0,no,no,yes
11500,NH,510.0,no,no,no
11501,TX,415.0,no,no,yes
11502,ID,415.0,no,no,yes
11503,CT,415.0,no,no,no
11504,NH,408.0,no,no,no
11505,WY,510.0,no,no,no
11506,OR,415.0,no,no,no
11507,SC,408.0,no,yes,no
11508,MD,510.0,no,yes,no
11509,NY,415.0,no,no,no
11510,NM,408.0,no,yes,no
11511,LA,415.0,no,no,no
11512,UT,408.0,no,no,no
11513,AL,408.0,yes,no,no
11514,DE,408.0,no,no,no
11515,WV,415.0,no,no,no
11516,KY,510.0,no,no,no
11517,NC,415.0,no,no,no
11518,WV,415.0,no,no,no
11519,AZ,415.0,no,no,no
11520,WV,408.0,no,yes,no
11521,ND,415.0,yes,no,no
11522,WA,510.0,yes,no,yes
11523,ID,415.0,no,no,yes
11524,CT,415.0,no,no,yes
11525,OK,510.0,no,yes,no
11526,IA,415.0,no,no,no
11527,NE,415.0,no,yes,no
11528,ID,510.0,no,yes,no
11529,OR,510.0,no,no,no
11530,SD,415.0,no,no,no
11531,DE,415.0,no,yes,no
11532,WA,510.0,no,no,no
11533,CT,510.0,yes,no,no
11534,MN,408.0,no,yes,no
11535,WA,510.0,no,no,no
11536,PA,510.0,no,yes,no
11537,ID,408.0,no,no,no
11538,MS,408.0,no,no,yes
11539,WA,510.0,no,no,no
11540,DC,408.0,no,yes,no
11541,KY,415.0,no,no,no
11542,OH,415.0,yes,yes,yes
11543,TN,510.0,yes,no,no
11544,ID,415.0,no,no,no
11545,WV,510.0,no,yes,no
11546,WI,415.0,no,no,no
11547,OK,510.0,yes,no,no
11548,WV,510.0,no,yes,no
11549,SD,510.0,no,yes,no
11550,KS,510.0,no,yes,no
11551,NC,415.0,no,yes,no
11552,NY,415.0,no,yes,no
11553,WI,408.0,no,yes,no
11554,SC,408.0,no,no,no
11555,UT,415.0,yes,yes,no
11556,NC,408.0,no,no,no
11557,IN,415.0,no,no,yes
11558,AR,408.0,no,no,no
11559,ME,510.0,no,no,yes
11560,NY,415.0,no,no,no
11561,OR,510.0,no,no,no
11562,IL,415.0,no,no,no
11563,MA,408.0,no,no,no
11564,CT,510.0,no,yes,no
11565,WI,510.0,no,no,no
11566,OK,415.0,no,no,no
11567,DE,510.0,no,yes,no
11568,AZ,408.0,no,yes,no
11569,AK,408.0,no,yes,no
11570,MI,415.0,yes,no,no
11571,WA,510.0,no,no,yes
11572,SD,415.0,no,yes,no
11573,SD,408.0,no,no,no
11574,AK,415.0,yes,no,yes
11575,MA,415.0,no,yes,no
11576,AR,415.0,yes,no,yes
11577,KS,415.0,no,no,no
11578,OR,415.0,no,no,no
11579,NC,408.0,yes,yes,yes
11580,OK,510.0,no,no,yes
11581,NJ,415.0,no,no,no
11582,OH,415.0,no,no,no
11583,NM,415.0,no,no,no
11584,OH,408.0,no,no,no
11585,MI,510.0,no,no,no
11586,KS,415.0,no,yes,no
11587,IL,415.0,no,yes,no
11588,RI,510.0,yes,no,yes
11589,AR,408.0,no,no,no
11590,NY,415.0,no,no,no
11591,WY,408.0,no,no,no
11592,NC,510.0,no,no,no
11593,OR,415.0,no,no,no
11594,VT,415.0,no,no,no
11595,SD,408.0,no,no,no
11596,DC,510.0,no,no,no
11597,RI,415.0,no,yes,no
11598,ID,415.0,no,no,yes
11599,OK,510.0,no,yes,no
11600,MN,415.0,no,no,no
11601,WA,415.0,no,no,yes
11602,WV,510.0,yes,no,no
11603,NH,415.0,no,no,no
11604,WI,415.0,no,no,no
11605,MD,510.0,no,no,yes
11606,IN,408.0,no,no,no
11607,IN,408.0,no,no,no
11608,NY,510.0,no,yes,no
11609,OR,510.0,no,yes,no
11610,OK,415.0,no,no,no
11611,WI,415.0,no,no,no
11612,NJ,415.0,no,yes,no
11613,AR,408.0,no,no,yes
11614,UT,408.0,no,no,no
11615,DC,415.0,no,yes,no
11616,AK,510.0,no,no,no
11617,AZ,415.0,no,yes,no
11618,KS,415.0,no,no,no
11619,OH,415.0,no,yes,no
11620,KS,415.0,no,yes,yes
11621,SC,415.0,no,no,no
11622,TN,408.0,no,no,no
11623,CA,510.0,no,no,no
11624,MI,510.0,yes,yes,yes
11625,IN,408.0,no,no,no
11626,RI,408.0,no,no,no
11627,MO,408.0,no,no,no
11628,TN,415.0,no,no,no
11629,CT,510.0,no,no,no
11631,MD,510.0,no,no,no
11632,NC,408.0,no,no,no
11633,SC,415.0,no,yes,no
11634,CA,415.0,no,no,yes
11635,LA,510.0,yes,no,no
11636,WI,415.0,no,yes,no
11637,IL,510.0,yes,no,yes
11638,IN,415.0,no,yes,no
11639,AL,408.0,no,yes,no
11640,OK,408.0,no,no,no
11641,IA,415.0,no,no,no
11642,VT,408.0,yes,no,no
11643,NY,415.0,no,no,no
11644,LA,415.0,no,no,no
11645,SC,408.0,no,no,no
11646,ID,408.0,no,no,no
11647,MO,415.0,no,no,no
11648,ME,415.0,no,yes,no
11649,MS,510.0,no,yes,no
11650,SD,415.0,yes,no,no
11651,OK,415.0,no,no,no
11652,WY,415.0,no,no,no
11653,GA,510.0,yes,no,yes
11654,VT,415.0,no,no,no
11655,MD,408.0,no,no,yes
11656,IN,415.0,no,no,yes
11657,WV,415.0,no,no,no
11658,OH,408.0,no,no,no
11659,OH,415.0,no,no,no
11660,SC,415.0,no,no,no
11661,AZ,415.0,no,yes,no
11662,WV,415.0,no,no,no
11663,RI,510.0,no,no,no
11664,CT,510.0,yes,no,no
11665,TN,415.0,no,yes,no
11666,KS,415.0,no,yes,no
11667,OH,415.0,no,yes,no
11668,NJ,415.0,no,no,no
11669,OH,408.0,yes,no,no
11670,OK,415.0,yes,no,no
11671,AL,510.0,yes,no,no
11672,MA,510.0,no,yes,no
11673,MO,415.0,yes,no,no
11674,LA,408.0,no,no,no
11675,WV,415.0,yes,yes,no
11676,IN,415.0,no,no,yes
11677,RI,415.0,no,no,no
11678,IA,408.0,no,no,no
11679,MT,510.0,no,no,no
11680,IA,415.0,no,no,no
11681,NY,415.0,no,no,yes
11682,ID,408.0,no,yes,no
11683,VT,510.0,no,no,no
11684,VA,510.0,no,yes,no
11685,TX,415.0,no,no,no
11686,FL,415.0,no,no,no
11687,CO,408.0,no,no,yes
11688,AZ,415.0,no,no,no
11689,SC,415.0,no,no,no
11690,VA,510.0,no,no,no
11691,NE,415.0,no,no,no
11692,WY,408.0,no,yes,no
11693,MT,408.0,no,no,no
11694,MO,415.0,no,no,no
11695,HI,510.0,no,no,no
11696,IL,415.0,no,no,no
11697,NH,510.0,no,no,no
11698,LA,408.0,no,no,no
11699,AZ,408.0,no,no,yes
11700,OK,408.0,no,yes,no
11701,GA,415.0,no,yes,no
11702,AK,408.0,no,yes,no
11703,MA,415.0,no,no,no
11704,AK,415.0,yes,yes,no
11705,NJ,408.0,no,no,no
11706,GA,408.0,no,no,no
11707,MD,408.0,yes,yes,yes
11708,AR,510.0,no,no,no
11709,ID,415.0,no,no,no
11710,WI,510.0,no,no,no
11711,OR,408.0,no,yes,no
11712,MI,415.0,no,no,no
11713,DE,408.0,no,no,no
11714,ID,415.0,no,no,yes
11715,WY,415.0,no,yes,no
11716,IA,408.0,no,no,no
11717,IN,408.0,no,no,no
11718,VA,408.0,no,no,no
11719,UT,415.0,no,no,no
11720,WY,415.0,no,no,yes
11721,IN,408.0,no,no,no
11722,CO,415.0,no,no,no
11723,CO,408.0,no,yes,yes
11724,WI,415.0,no,no,no
11725,OK,408.0,no,no,no
11727,CA,415.0,no,yes,no
11728,MN,510.0,no,yes,no
11729,SD,408.0,no,yes,no
11730,NC,408.0,no,no,no
11731,WA,415.0,no,yes,no
11732,WY,415.0,yes,no,no
11733,MN,408.0,yes,no,no
11734,UT,408.0,no,no,no
11735,TX,510.0,no,no,yes
11736,NJ,408.0,no,no,no
11737,MN,510.0,no,yes,no
11738,NM,510.0,no,no,no
11739,NV,415.0,no,no,no
11740,HI,415.0,no,no,no
11741,MN,415.0,no,no,no
11742,DC,415.0,no,no,yes
11743,NY,408.0,no,no,yes
11744,MN,415.0,no,no,no
11745,MD,408.0,no,no,no
11746,WV,415.0,no,no,no
11747,OR,415.0,yes,no,no
11748,CO,408.0,no,yes,no
11749,GA,415.0,no,yes,no
11750,TX,510.0,no,no,yes
11751,VT,510.0,no,yes,no
11752,IN,408.0,no,no,yes
11753,WV,510.0,no,no,no
11754,KY,415.0,no,yes,no
11755,NJ,415.0,no,no,yes
11756,DC,510.0,no,no,no
11757,LA,415.0,no,no,yes
11758,AR,415.0,no,no,no
11759,ME,415.0,no,no,no
11760,AZ,415.0,no,no,no
11761,AK,408.0,no,no,no
11762,MT,415.0,no,no,no
11763,AZ,415.0,no,no,no
11764,MS,408.0,no,no,yes
11765,ID,415.0,no,no,yes
11766,IA,510.0,no,yes,no
11767,MA,415.0,no,no,no
11768,VT,415.0,no,no,no
11769,KY,408.0,no,no,no
11770,IN,408.0,no,no,no
11771,AZ,408.0,no,no,no
11772,MI,510.0,no,yes,no
11773,NM,510.0,no,yes,no
11774,CO,415.0,no,yes,no
11775,UT,408.0,no,no,no
11776,MI,408.0,no,no,no
11777,MA,415.0,no,no,no
11778,AL,408.0,no,no,no
11779,DE,408.0,no,no,no
11780,AZ,415.0,no,no,no
11781,ME,510.0,yes,yes,yes
11782,NJ,510.0,no,no,no
11783,NV,415.0,no,no,yes
11784,MO,510.0,no,yes,no
11785,ID,408.0,no,no,no
11786,NE,408.0,no,no,no
11787,TX,408.0,no,yes,no
11788,MD,510.0,no,no,no
11789,MS,415.0,no,no,no
11790,NV,510.0,no,no,no
11791,AZ,408.0,no,no,no
11792,MS,415.0,no,no,yes
11793,MS,510.0,no,yes,yes
11794,TX,408.0,no,no,no
11795,NE,408.0,no,yes,no
11796,NE,415.0,no,no,no
11797,CA,408.0,no,no,no
11798,NJ,415.0,no,no,no
11799,TX,408.0,no,no,no
11800,AR,408.0,no,no,no
11801,AL,510.0,yes,no,no
11802,NY,415.0,no,yes,no
11803,FL,510.0,no,no,no
11804,AK,510.0,no,yes,no
11805,NV,415.0,no,yes,no
11806,DE,510.0,no,no,no
11807,MD,415.0,no,yes,no
11808,MI,415.0,no,yes,no
11809,VT,510.0,no,no,no
11810,VT,408.0,yes,no,yes
11811,MI,415.0,no,no,no
11812,WA,408.0,no,no,no
11813,UT,408.0,yes,no,no
11814,LA,408.0,no,no,no
11815,RI,408.0,no,yes,no
11816,IA,408.0,no,no,no
11817,NE,415.0,no,no,no
11818,OH,408.0,no,no,no
11819,RI,415.0,no,no,no
11820,OK,415.0,no,no,no
11821,LA,408.0,no,no,no
11822,OH,415.0,no,no,yes
11823,VA,510.0,no,yes,no
11824,MO,510.0,no,no,no
11825,FL,510.0,no,yes,no
11826,SC,415.0,no,no,no
11827,VA,415.0,no,no,no
11828,IA,510.0,no,yes,no
11829,MI,415.0,no,no,no
11830,OK,415.0,no,no,no
11831,DE,415.0,no,yes,no
11832,GA,510.0,no,yes,no
11833,DC,415.0,no,no,no
11834,AZ,408.0,no,yes,no
11835,AL,510.0,no,no,no
11836,CO,408.0,no,no,no
11837,NH,408.0,no,yes,no
11838,NM,415.0,no,no,no
11839,OR,415.0,no,no,no
11840,LA,408.0,no,no,no
11841,NE,415.0,no,no,no
11842,MN,415.0,no,no,no
11843,MI,415.0,no,no,no
11844,AR,408.0,no,no,no
11845,KS,408.0,no,no,no
11846,WV,510.0,yes,yes,no
11847,AK,415.0,no,no,yes
11848,NY,408.0,no,yes,no
11849,NH,408.0,no,no,no
11850,VA,510.0,yes,no,no
11851,NM,415.0,no,no,no
11852,NY,408.0,no,no,no
11853,AZ,415.0,no,no,no
11854,WY,510.0,no,no,no
11855,WA,408.0,no,no,no
11856,CO,415.0,no,no,no
11857,TX,415.0,no,no,no
11858,KY,408.0,no,no,no
11859,MT,415.0,no,no,no
11860,OK,408.0,no,yes,no
11861,MD,415.0,no,yes,no
11862,TN,415.0,no,no,no
11863,TX,510.0,no,no,yes
11864,ME,510.0,yes,yes,yes
11865,DC,408.0,no,no,no
11866,MN,415.0,no,yes,no
11867,DE,408.0,no,no,no
11868,MD,415.0,no,no,no
11869,MI,510.0,no,no,no
11870,WA,415.0,no,no,no
11871,MO,415.0,no,yes,no
11872,IN,415.0,no,no,no
11873,OR,415.0,no,no,no
11874,MD,510.0,no,no,no
11875,RI,510.0,no,no,no
11876,LA,415.0,no,no,no
11877,AZ,510.0,yes,no,no
11878,PA,415.0,no,yes,no
11879,AZ,408.0,no,yes,no
11880,FL,510.0,yes,no,yes
11881,LA,415.0,no,no,no
11882,FL,415.0,no,no,no
11883,FL,415.0,no,no,no
11884,MD,415.0,no,no,yes
11885,AL,415.0,no,no,no
11886,WA,415.0,no,no,no
11887,TN,408.0,no,yes,no
11888,MS,415.0,no,no,no
11889,ME,408.0,no,no,no
11890,OK,408.0,no,no,no
11891,IN,415.0,no,no,no
11892,MO,415.0,no,no,no
11893,IA,408.0,no,yes,no
11894,VA,415.0,no,yes,no
11895,KY,415.0,no,yes,no
11896,MD,408.0,yes,no,yes
11897,OH,415.0,yes,yes,no
11898,OK,415.0,no,no,no
11899,NV,415.0,no,no,no
11900,ID,415.0,yes,no,no
11901,MN,510.0,no,no,yes
11902,SD,408.0,no,yes,no
11903,IL,408.0,no,no,no
11904,WY,510.0,no,no,no
11905,AL,415.0,no,no,no
11906,NJ,510.0,no,no,no
11907,NV,415.0,yes,no,yes
11908,IN,415.0,no,no,no
