movie_display_name,movie_production_year,movie_odid,movie_financial_summary_production_budget,movie_financial_summary_domestic_box_office,movie_financial_summary_international_box_office,production_date_year,movie_creative_type_display_name,movie_source_display_name,movie_production_method_display_name,movie_genre_display_name,movie_sequel,movie_running_time,Description
"Miami Vice",2006,8150100,135000000,63450470,100339718,2006-01-01,"Contemporary Fiction","Based on TV","Live Action",Action,0,132,NULL
""The Twilight Saga: Breaking Dawn",0,2012,139990100,136200000,292324737,537400000,2012-01-01,Fantasy,"Based on Fiction Book/Short Story","Live Action",0,1,NULL
Hulk,2003,2480100,137000000,132177234,113052000,2003-01-01,"Super Hero","Based on Comic/Graphic Novel","Live Action",Action,0,138,NULL
"The Incredible Hulk",2008,2380100,137500000,134533885,128611000,2008-01-01,"Super Hero","Based on Comic/Graphic Novel","Live Action",Adventure,0,112,NULL
Watchmen,2009,3740100,138000000,107509799,76558558,2009-01-01,"Super Hero","Based on Comic/Graphic Novel","Live Action",Action,0,161,NULL
Stealth,2005,17640100,138000000,31704416,44300000,2005-01-01,"Science Fiction","Original Screenplay","Live Action",Action,0,121,NULL
Spider-Man,2002,80100,139000000,403706375,418000000,2002-01-01,"Super Hero","Based on Comic/Graphic Novel","Live Action",Adventure,0,121,NULL
"Gods of Egypt",2015,201660100,140000000,31104933,102400000,2015-01-01,Fantasy,"Original Screenplay","Live Action",Adventure,0,127,NULL
"Men in Black 2",2002,1050100,140000000,190418803,251349000,2002-01-01,"Science Fiction","Based on Comic/Graphic Novel","Animation/Live Action",Action,1,86,NULL
"The Last Samurai",2003,3540100,140000000,111110575,345700000,2003-01-01,"Historical Fiction","Original Screenplay","Live Action",Action,0,154,NULL
"Star Trek",2009,470100,140000000,257730019,127950427,2009-01-01,"Science Fiction","Based on TV","Live Action",Adventure,1,125,NULL
"Fun With Dick And Jane",2005,3550100,140000000,110550000,92468919,2005-01-01,"Contemporary Fiction",Remake,"Live Action",Comedy,0,90,NULL
"Captain America: The First Avenger",2011,124300100,140000000,176654505,193915271,2011-01-01,"Super Hero","Based on Comic/Graphic Novel","Live Action",Action,0,124,NULL
"G.I. Joe: Retaliation",2012,145700100,140000000,122523060,253217645,2012-01-01,"Contemporary Fiction","Based on Toy","Animation/Live Action",Action,1,110,NULL
"Kung Fu Panda 3",2016,181360100,140000000,142033688,367900000,2016-01-01,"Kids Fiction","Original Screenplay","Digital Animation",Adventure,1,94,NULL
"Exodus: Gods and Kings",2014,192510100,140000000,65014513,203300000,2014-01-01,"Historical Fiction","Based on Religious Text","Live Action",Drama,0,150,NULL
"Die Another Day",2002,1620100,142000000,160932247,271000000,2002-01-01,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action",Action,1,133,NULL
Sahara,2005,7270100,145000000,68671925,53000000,2005-01-01,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action",Adventure,0,124,NULL
"Mission: Impossible—Ghost Protocol",2011,144120100,145000000,209397903,485315327,2011-01-01,"Contemporary Fiction","Based on TV","Live Action",Action,1,132,NULL
"Mr. Peabody & Sherman",2013,147730100,145000000,111506430,158300000,2013-01-01,"Kids Fiction","Based on TV","Digital Animation",Adventure,0,91,NULL
"Rise of the Guardians",2012,128880100,145000000,103412758,203488144,2012-01-01,"Kids Fiction","Based on Fiction Book/Short Story","Digital Animation",Adventure,0,97,NULL
"How to Train Your Dragon 2",2013,143610100,145000000,177002924,439100000,2013-01-01,Fantasy,"Original Screenplay","Digital Animation",Adventure,1,102,NULL
"Madagascar 3: Europe's Most Wanted",2012,113780100,145000000,216391482,530529789,2012-01-01,"Kids Fiction","Original Screenplay","Digital Animation",Adventure,1,85,NULL
"Flushed Away",2006,7910100,149000000,64665672,114691454,2006-01-01,"Kids Fiction","Original Screenplay","Digital Animation",Comedy,0,85,NULL
Hancock,2008,670100,150000000,227946274,396287998,2008-01-01,"Super Hero","Original Screenplay","Live Action",Action,0,92,NULL
Frozen,2013,164550100,150000000,400738009,873496971,2013-01-01,"Kids Fiction","Based on Folk Tale/Legend/Fairytale","Digital Animation",Adventure,0,102,NULL
"I am Legend",2007,480100,150000000,256393010,329139674,2007-01-01,"Science Fiction","Based on Fiction Book/Short Story","Live Action",Horror,0,100,NULL
Ratatouille,2007,870100,150000000,206445654,420104041,2007-01-01,"Kids Fiction","Original Screenplay","Digital Animation",Comedy,0,110,NULL
Bolt,2008,3380100,150000000,114053759,213961450,2008-01-01,"Kids Fiction","Original Screenplay","Digital Animation",Comedy,0,96,NULL
"Mission: Impossible III",2006,2430100,150000000,133501348,264000000,2006-01-01,"Contemporary Fiction","Based on TV","Live Action",Action,1,126,NULL
G-Force,2009,3230100,150000000,119436770,173381071,2009-01-01,"Kids Fiction","Original Screenplay","Animation/Live Action",Adventure,0,87,NULL
"Harry Potter and the Order of the Phoenix",2007,330100,150000000,292004738,650939197,2007-01-01,Fantasy,"Based on Fiction Book/Short Story","Animation/Live Action",Adventure,1,138,NULL
"Batman Begins",2005,890100,150000000,205343774,153798948,2005-01-01,"Super Hero","Based on Comic/Graphic Novel","Live Action",Action,0,140,NULL
"The Last Airbender",2010,108070100,150000000,131601062,187941694,2010-01-01,Fantasy,"Based on TV","Live Action",Adventure,0,103,NULL
"White House Down",2013,176180100,150000000,73103784,132336603,2013-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Thriller/Suspense,0,131,NULL
"Thor: The Dark World",2013,163710100,150000000,206360018,438240376,2013-01-01,"Super Hero","Based on Comic/Graphic Novel","Live Action",Adventure,1,111,NULL
"Charlie and the Chocolate Factory",2005,860100,150000000,206459076,269366408,2005-01-01,"Kids Fiction",Remake,"Live Action",Comedy,0,115,NULL
Troy,2004,2460100,150000000,133298577,350862688,2004-01-01,"Historical Fiction","Based on Fiction Book/Short Story","Live Action",Action,0,162,NULL
"X-Men Origins: Wolverine",2009,1250100,150000000,179883157,194942603,2009-01-01,"Super Hero",Spin-Off,"Live Action",Action,0,107,NULL
"Madagascar: Escape 2 Africa",2008,1230100,150000000,180010950,419505894,2008-01-01,"Kids Fiction","Original Screenplay","Digital Animation",Comedy,1,89,NULL
"Mad Max: Fury Road",2015,142670100,150000000,153636354,219500000,2015-01-01,"Science Fiction","Original Screenplay","Live Action",Action,1,120,NULL
"Wrath of the Titans",2012,141880100,150000000,83670083,221600000,2012-01-01,Fantasy,"Based on Folk Tale/Legend/Fairytale","Animation/Live Action",Adventure,1,99,NULL
Thor,2011,109130100,150000000,181030624,268295994,2011-01-01,"Super Hero","Based on Comic/Graphic Novel","Live Action",Action,0,113,NULL
"The Matrix Revolutions",2003,2210100,150000000,139259759,288029350,2003-01-01,"Science Fiction","Original Screenplay","Live Action",Action,1,129,NULL
"Angels & Demons",2009,2440100,150000000,133375846,357500000,2009-01-01,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action",Thriller/Suspense,1,138,NULL
"Bee Movie",2007,2760100,150000000,126631277,160963300,2007-01-01,"Kids Fiction","Original Screenplay","Digital Animation",Comedy,0,90,NULL
"Kung Fu Panda 2",2011,122570100,150000000,165249063,499588484,2011-01-01,"Kids Fiction","Original Screenplay","Digital Animation",Adventure,1,90,NULL
"Harry Potter and the Goblet of Fire",2005,370100,150000000,290013036,606898042,2005-01-01,Fantasy,"Based on Fiction Book/Short Story","Animation/Live Action",Adventure,1,150,NULL
"Mars Needs Moms",2010,135920100,150000000,21392758,18157000,2010-01-01,"Science Fiction","Based on Fiction Book/Short Story","Digital Animation",Adventure,0,88,NULL
Pan,2015,201650100,150000000,35088320,88800000,2015-01-01,Fantasy,"Based on Fiction Book/Short Story","Live Action",Adventure,0,111,NULL
"Mission: Impossible - Rogue Nation",2015,200090100,150000000,195042377,505825986,2015-01-01,"Contemporary Fiction","Based on TV","Live Action",Action,1,131,NULL
"The Matrix Reloaded",2003,390100,150000000,281553689,457023240,2003-01-01,"Science Fiction","Original Screenplay","Animation/Live Action",Action,1,138,NULL
"Dark Shadows",2011,141460100,150000000,79727149,158475519,2011-01-01,Fantasy,"Based on TV","Live Action","Black Comedy",0,112,NULL
"The Wolfman",2010,108740100,150000000,61979680,80444474,2010-01-01,Fantasy,Remake,"Live Action",Horror,0,102,NULL
"Night at the Museum: Battle of the Smithsonian",2009,1290100,150000000,177243721,224987342,2009-01-01,Fantasy,"Based on Fiction Book/Short Story","Live Action",Comedy,1,105,NULL
Transformers,2007,210100,151000000,319071806,389026399,2007-01-01,"Science Fiction","Based on TV","Animation/Live Action",Action,0,142,NULL
"Pearl Harbor",2001,960100,151500000,198539855,250700000,2001-01-01,Dramatization,"Based on Real Life Events","Live Action",Action,0,182,NULL
Alexander,2004,16580100,155000000,34297191,133000000,2004-01-01,Dramatization,"Based on Real Life Events","Live Action",Adventure,0,175,NULL
"Terminator: Genisys",2015,194140100,155000000,89760956,350400000,2015-01-01,"Science Fiction","Original Screenplay","Live Action",Action,1,126,NULL
"The Chronicles of Narnia: The Voyage of the Dawn Treader",2010,121310100,155000000,104386950,313800000,2010-01-01,Fantasy,"Based on Fiction Book/Short Story","Animation/Live Action",Adventure,1,115,NULL
"X-Men: First Class",2011,142700100,160000000,146408305,209000000,2011-01-01,"Super Hero","Based on Comic/Graphic Novel","Live Action",Action,1,132,NULL
"The Hunger Games: Mockingjay - Part 2",2015,178300100,160000000,281723902,368799525,2015-01-01,"Science Fiction","Based on Fiction Book/Short Story","Live Action",Thriller/Suspense,1,136,NULL
Godzilla,2014,181590100,160000000,200672193,328400000,2014-01-01,"Science Fiction",Remake,"Live Action",Action,0,123,NULL
"The Sorcerer's Apprentice",2010,105370100,160000000,63150991,154835329,2010-01-01,Fantasy,"Based on Short Film","Animation/Live Action",Adventure,0,108,NULL
Inception,2010,105240100,160000000,292576195,540008221,2010-01-01,"Science Fiction","Original Screenplay","Animation/Live Action",Thriller/Suspense,0,147,NULL
"The Curious Case of Benjamin Button",2008,2680100,160000000,127509326,202300000,2008-01-01,Fantasy,"Based on Fiction Book/Short Story","Live Action",Drama,0,167,NULL
"Shrek the Third",2007,200100,160000000,321012359,484610992,2007-01-01,"Kids Fiction","Based on Fiction Book/Short Story","Digital Animation",Adventure,1,92,NULL
"Fast and Furious 6",2012,163420100,160000000,238679850,551272961,2012-01-01,"Contemporary Fiction","Based on Factual Book/Article","Live Action",Action,1,130,NULL
"Cowboys and Aliens",2011,118940100,163000000,100240551,75669764,2011-01-01,"Science Fiction","Based on Comic/Graphic Novel","Live Action",Action,0,118,NULL
"Big Hero 6",2014,191970100,165000000,222527828,429600000,2014-01-01,"Science Fiction","Original Screenplay","Digital Animation",Adventure,0,108,NULL
"Shrek Forever After",2010,111460100,165000000,238395990,517507886,2010-01-01,"Kids Fiction","Based on Fiction Book/Short Story","Digital Animation",Adventure,1,93,NULL
Interstellar,2014,148030100,165000000,188017894,477400000,2014-01-01,"Science Fiction","Original Screenplay","Live Action",Adventure,0,165,NULL
"How to Train Your Dragon",2010,116630100,165000000,217581231,277289760,2010-01-01,Fantasy,"Based on Fiction Book/Short Story","Digital Animation",Adventure,0,91,NULL
"Wreck-It Ralph",2012,158880100,165000000,189412677,307098844,2012-01-01,"Kids Fiction","Original Screenplay","Digital Animation",Adventure,0,101,NULL
Tomorrowland,2014,186220100,170000000,93436322,111900000,2014-01-01,"Science Fiction","Original Screenplay","Live Action",Adventure,0,129,NULL
"Guardians of the Galaxy",2014,165370100,170000000,333172112,438000000,2014-01-01,"Super Hero","Based on Comic/Graphic Novel","Live Action",Adventure,0,121,NULL
"Van Helsing",2004,3030100,170000000,120150546,180000000,2004-01-01,"Historical Fiction","Original Screenplay","Live Action",Action,0,132,NULL
"Snow White and the Huntsman",2011,152250100,170000000,155136755,245880169,2011-01-01,Fantasy,"Based on Folk Tale/Legend/Fairytale","Live Action",Adventure,0,127,NULL
"Terminator 3: Rise of the Machines",2003,1840100,170000000,150358296,282700000,2003-01-01,"Science Fiction","Original Screenplay","Animation/Live Action",Action,1,109,NULL
"Dawn of the Planet of the Apes",2014,176950100,170000000,208545589,495000000,2014-01-01,"Science Fiction",Remake,"Animation/Live Action",Adventure,1,130,NULL
"The Polar Express",2004,1210100,170000000,194949659,124140582,2004-01-01,"Kids Fiction","Based on Fiction Book/Short Story","Digital Animation",Adventure,0,92,NULL
"Captain America: The Winter Soldier",2014,174890100,170000000,259746958,454654931,2014-01-01,"Super Hero","Based on Comic/Graphic Novel","Live Action",Action,1,135,NULL
"Iron Man 2",2010,117940100,170000000,312128345,311128000,2010-01-01,"Super Hero","Based on Comic/Graphic Novel","Live Action",Adventure,1,125,NULL
"The Mummy: Tomb of the Dragon Emperor",2008,4040100,175000000,102277510,303268449,2008-01-01,Fantasy,Remake,"Live Action",Adventure,1,111,NULL
"Evan Almighty",2007,4330100,175000000,100289690,73841639,2007-01-01,Fantasy,"Original Screenplay","Live Action",Comedy,1,96,NULL
"The Jungle Book",2016,200440100,175000000,261333678,432700000,2016-01-01,Fantasy,"Based on Fiction Book/Short Story","Animation/Live Action",Adventure,0,105,NULL
"G.I. Joe: The Rise of Cobra",2009,1910100,175000000,150201498,152267519,2009-01-01,"Contemporary Fiction","Based on Toy","Animation/Live Action",Action,0,118,NULL
"Inside Out",2015,193830100,175000000,356461711,497461374,2015-01-01,"Kids Fiction","Original Screenplay","Digital Animation",Adventure,0,95,NULL
"47 Ronin",2013,140680100,175000000,38362475,113296587,2013-01-01,Fantasy,"Original Screenplay","Live Action",Action,0,127,NULL
"Monsters vs. Aliens",2009,970100,175000000,198351526,183335854,2009-01-01,"Kids Fiction","Based on Comic/Graphic Novel","Digital Animation",Adventure,0,95,NULL
Up,2009,340100,175000000,293004164,438538457,2009-01-01,Fantasy,"Original Screenplay","Digital Animation",Adventure,0,89,NULL
"Edge of Tomorrow",2011,140210100,178000000,100206256,264200000,2011-01-01,"Science Fiction","Based on Comic/Graphic Novel","Live Action",Action,0,136,NULL
"Jupiter Ascending",2014,189400100,179000000,47482519,134500000,2014-01-01,"Science Fiction","Original Screenplay","Live Action",Action,0,127,NULL
"Rush Hour 3",2007,2150100,180000000,140125968,116459914,2007-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Action,1,91,NULL
Hugo,2011,123090100,180000000,73864507,106183277,2011-01-01,Fantasy,"Based on Fiction Book/Short Story","Animation/Live Action",Adventure,0,126,NULL
Maleficent,2013,143580100,180000000,241407328,517129407,2013-01-01,Fantasy,Spin-Off,"Live Action",Adventure,0,97,NULL
""The Chronicles of Narnia: The Lion",0,2005,350100,180000000,291710957,428828615,2005-01-01,Fantasy,"Based on Fiction Book/Short Story","Animation/Live Action",0,0,NULL
WALL-E,2008,700100,180000000,223808164,308782830,2008-01-01,"Science Fiction","Original Screenplay","Digital Animation",Adventure,0,100,NULL
Brave,2012,124130100,185000000,237282182,317324350,2012-01-01,"Kids Fiction","Original Screenplay","Digital Animation",Adventure,0,93,NULL
"The Dark Knight",2008,20100,185000000,533345358,469546000,2008-01-01,"Super Hero","Based on Comic/Graphic Novel","Live Action",Action,1,152,NULL
"Indiana Jones and the Kingdom of the Crystal Skull",2008,240100,185000000,317023851,469534294,2008-01-01,"Historical Fiction","Original Screenplay","Live Action",Adventure,1,123,NULL
"Iron Man",2008,220100,186000000,318604126,263839000,2008-01-01,"Super Hero","Based on Comic/Graphic Novel","Live Action",Action,0,126,NULL
"The Good Dinosaur",2014,165390100,187500000,123087120,211217569,2014-01-01,"Kids Fiction","Original Screenplay","Digital Animation",Adventure,0,92,NULL
"The Great Gatsby",2012,145420100,190000000,144840419,206200000,2012-01-01,"Historical Fiction","Based on Fiction Book/Short Story","Live Action",Drama,0,141,NULL
"Pacific Rim",2013,163740100,190000000,101802906,309200000,2013-01-01,"Science Fiction","Original Screenplay","Live Action",Action,0,131,NULL
"Star Trek Into Darkness",2012,134620100,190000000,228778661,238602923,2012-01-01,"Science Fiction","Based on TV","Live Action",Adventure,1,132,NULL
"Disney's A Christmas Carol",2009,116220100,190000000,137855863,177853834,2009-01-01,Fantasy,Remake,"Digital Animation",Drama,0,95,NULL
"World War Z",2011,145450100,190000000,202359711,329154939,2011-01-01,"Science Fiction","Based on Fiction Book/Short Story","Live Action",Action,0,115,NULL
"Furious 7",2014,190820100,190000000,351032910,1162986161,2014-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Action,1,137,NULL
